poll_id,pollster,numeric_grade,pollscore,methodology,transparency_score,state,end_date,sample_size,cycle,office_type,election_date,party,candidate_name,pct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88089,Morning Consult,1.9,-0.3,Online Panel,3.0,Nevada,9/8/24,516,2024,U.S. Senate,11/5/24,REP,Sam Brown,40.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88090,Morning Consult,1.9,-0.3,Online Panel,3.0,Ohio,9/8/24,1558,2024,U.S. Senate,11/5/24,DEM,Sherrod Brown,46.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88090,Morning Consult,1.9,-0.3,Online Panel,3.0,Ohio,9/8/24,1558,2024,U.S. Senate,11/5/24,REP,Bernie Moreno,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88091,Morning Consult,1.9,-0.3,Online Panel,3.0,Pennsylvania,9/8/24,1910,2024,U.S. Senate,11/5/24,DEM,Robert P. Casey Jr.,49.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88091,Morning Consult,1.9,-0.3,Online Panel,3.0,Pennsylvania,9/8/24,1910,2024,U.S. Senate,11/5/24,REP,Dave McCormick,40.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88092,Morning Consult,1.9,-0.3,Online Panel,3.0,Texas,9/8/24,2940,2024,U.S. Senate,11/5/24,DEM,Colin Allred,42.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88092,Morning Consult,1.9,-0.3,Online Panel,3.0,Texas,9/8/24,2940,2024,U.S. Senate,11/5/24,REP,Ted Cruz,47.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88093,Morning Consult,1.9,-0.3,Online Panel,3.0,Wisconsin,9/8/24,638,2024,U.S. Senate,11/5/24,DEM,Tammy Baldwin,49.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88093,Morning Consult,1.9,-0.3,Online Panel,3.0,Wisconsin,9/8/24,638,2024,U.S. Senate,11/5/24,REP,Eric D. Hovde,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88125,co/efficient,1.1,0.3,IVR/Text,5.0,Michigan,9/6/24,931,2024,U.S. Senate,11/5/24,DEM,Elissa Slotkin,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88125,co/efficient,1.1,0.3,IVR/Text,5.0,Michigan,9/6/24,931,2024,U.S. Senate,11/5/24,REP,Mike Rogers,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88126,co/efficient,1.1,0.3,IVR/Text,5.0,Wisconsin,9/6/24,917,2024,U.S. Senate,11/5/24,DEM,Tammy Baldwin,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88126,co/efficient,1.1,0.3,IVR/Text,5.0,Wisconsin,9/6/24,917,2024,U.S. Senate,11/5/24,REP,Eric D. Hovde,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88127,co/efficient,1.1,0.3,IVR/Text,5.0,Pennsylvania,9/6/24,889,2024,U.S. Senate,11/5/24,DEM,Robert P. Casey Jr.,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88127,co/efficient,1.1,0.3,IVR/Text,5.0,Pennsylvania,9/6/24,889,2024,U.S. Senate,11/5/24,REP,Dave McCormick,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88070,YouGov,3.0,-1.1,Online Panel,9.0,Michigan,9/6/24,1077,2024,U.S. Senate,11/5/24,DEM,Elissa Slotkin,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88070,YouGov,3.0,-1.1,Online Panel,9.0,Michigan,9/6/24,1077,2024,U.S. Senate,11/5/24,REP,Mike Rogers,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88071,YouGov,3.0,-1.1,Online Panel,9.0,Pennsylvania,9/6/24,1078,2024,U.S. Senate,11/5/24,DEM,Robert P. Casey Jr.,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88071,YouGov,3.0,-1.1,Online Panel,9.0,Pennsylvania,9/6/24,1078,2024,U.S. Senate,11/5/24,REP,Dave McCormick,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88072,YouGov,3.0,-1.1,Online Panel,9.0,Wisconsin,9/6/24,946,2024,U.S. Senate,11/5/24,DEM,Tammy Baldwin,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88072,YouGov,3.0,-1.1,Online Panel,9.0,Wisconsin,9/6/24,946,2024,U.S. Senate,11/5/24,REP,Eric D. Hovde,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88149,Elway,1.9,-0.2,Live Phone/Text-to-Web,6.0,Washington,9/6/24,403,2024,U.S. Senate,11/5/24,DEM,Maria Cantwell,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88149,Elway,1.9,-0.2,Live Phone/Text-to-Web,6.0,Washington,9/6/24,403,2024,U.S. Senate,11/5/24,REP,Raul Garcia,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88106,Remington,2.6,-0.6,,7.0,Missouri,9/5/24,816,2024,U.S. Senate,11/5/24,DEM,Lucas Kunce,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88106,Remington,2.6,-0.6,,7.0,Missouri,9/5/24,816,2024,U.S. Senate,11/5/24,REP,Josh Hawley,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88063,Emerson,2.9,-1.1,Online Panel/Text-to-Web,7.0,California,9/5/24,815,2024,U.S. Senate,11/5/24,DEM,Adam B. Schiff,54.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88063,Emerson,2.9,-1.1,Online Panel/Text-to-Web,7.0,California,9/5/24,815,2024,U.S. Senate,11/5/24,REP,Steve Garvey,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88064,Emerson,2.9,-1.1,Online Panel/Text-to-Web,7.0,Florida,9/5/24,815,2024,U.S. Senate,11/5/24,DEM,Debbie Mucarsel-Powell,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88064,Emerson,2.9,-1.1,Online Panel/Text-to-Web,7.0,Florida,9/5/24,815,2024,U.S. Senate,11/5/24,REP,Rick Scott,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88065,Emerson,2.9,-1.1,Online Panel/Text-to-Web,7.0,Texas,9/5/24,845,2024,U.S. Senate,11/5/24,DEM,Colin Allred,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88065,Emerson,2.9,-1.1,Online Panel/Text-to-Web,7.0,Texas,9/5/24,845,2024,U.S. Senate,11/5/24,REP,Ted Cruz,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88066,Emerson,2.9,-1.1,Online Panel/Text-to-Web,7.0,Ohio,9/5/24,945,2024,U.S. Senate,11/5/24,DEM,Sherrod Brown,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88066,Emerson,2.9,-1.1,Online Panel/Text-to-Web,7.0,Ohio,9/5/24,945,2024,U.S. Senate,11/5/24,REP,Bernie Moreno,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88135,Marquette Law School,3.0,-1.1,Live Phone/Email,10.0,Wisconsin,9/5/24,822,2024,U.S. Senate,11/5/24,DEM,Tammy Baldwin,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88135,Marquette Law School,3.0,-1.1,Live Phone/Email,10.0,Wisconsin,9/5/24,822,2024,U.S. Senate,11/5/24,REP,Eric D. Hovde,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88135,Marquette Law School,3.0,-1.1,Live Phone/Email,10.0,Wisconsin,9/5/24,738,2024,U.S. Senate,11/5/24,DEM,Tammy Baldwin,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88135,Marquette Law School,3.0,-1.1,Live Phone/Email,10.0,Wisconsin,9/5/24,738,2024,U.S. Senate,11/5/24,REP,Eric D. Hovde,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88135,Marquette Law School,3.0,-1.1,Live Phone/Email,10.0,Wisconsin,9/5/24,822,2024,U.S. Senate,11/5/24,DEM,Tammy Baldwin,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88135,Marquette Law School,3.0,-1.1,Live Phone/Email,10.0,Wisconsin,9/5/24,822,2024,U.S. Senate,11/5/24,REP,Eric D. Hovde,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88135,Marquette Law School,3.0,-1.1,Live Phone/Email,10.0,Wisconsin,9/5/24,822,2024,U.S. Senate,11/5/24,OTH,Phil Anderson,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88135,Marquette Law School,3.0,-1.1,Live Phone/Email,10.0,Wisconsin,9/5/24,822,2024,U.S. Senate,11/5/24,OTH,Thomas Leager,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88135,Marquette Law School,3.0,-1.1,Live Phone/Email,10.0,Wisconsin,9/5/24,738,2024,U.S. Senate,11/5/24,DEM,Tammy Baldwin,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88135,Marquette Law School,3.0,-1.1,Live Phone/Email,10.0,Wisconsin,9/5/24,738,2024,U.S. Senate,11/5/24,REP,Eric D. Hovde,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88135,Marquette Law School,3.0,-1.1,Live Phone/Email,10.0,Wisconsin,9/5/24,738,2024,U.S. Senate,11/5/24,OTH,Phil Anderson,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88135,Marquette Law School,3.0,-1.1,Live Phone/Email,10.0,Wisconsin,9/5/24,738,2024,U.S. Senate,11/5/24,OTH,Thomas Leager,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88041,ActiVote,,,App Panel,8.0,Michigan,9/5/24,400,2024,U.S. Senate,11/5/24,DEM,Elissa Slotkin,53.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88041,ActiVote,,,App Panel,8.0,Michigan,9/5/24,400,2024,U.S. Senate,11/5/24,REP,Mike Rogers,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88009,ActiVote,,,App Panel,8.0,Tennessee,9/2/24,400,2024,U.S. Senate,11/5/24,DEM,Gloria Johnson,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88009,ActiVote,,,App Panel,8.0,Tennessee,9/2/24,400,2024,U.S. Senate,11/5/24,REP,Marsha Blackburn,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88002,SoCal Strategies,,,Online Panel,9.0,Ohio,9/1/24,600,2024,U.S. Senate,11/5/24,DEM,Sherrod Brown,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88002,SoCal Strategies,,,Online Panel,9.0,Ohio,9/1/24,600,2024,U.S. Senate,11/5/24,REP,Bernie Moreno,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88150,Cygnal,2.1,-1.1,,4.0,Michigan,9/1/24,600,2024,U.S. Senate,11/5/24,DEM,Elissa Slotkin,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88150,Cygnal,2.1,-1.1,,4.0,Michigan,9/1/24,600,2024,U.S. Senate,11/5/24,REP,Mike Rogers,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88003,ActiVote,,,App Panel,8.0,Virginia,9/1/24,400,2024,U.S. Senate,11/5/24,DEM,Timothy Michael Kaine,55.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88003,ActiVote,,,App Panel,8.0,Virginia,9/1/24,400,2024,U.S. Senate,11/5/24,REP,Hung Cao,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87989,InsiderAdvantage,2.0,-0.3,,5.0,Nevada,8/31/24,800,2024,U.S. Senate,11/5/24,DEM,Jacky S. Rosen,48.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87989,InsiderAdvantage,2.0,-0.3,,5.0,Nevada,8/31/24,800,2024,U.S. Senate,11/5/24,REP,Sam Brown,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87990,InsiderAdvantage,2.0,-0.3,,5.0,Arizona,8/31/24,800,2024,U.S. Senate,11/5/24,DEM,Ruben Gallego,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87990,InsiderAdvantage,2.0,-0.3,,5.0,Arizona,8/31/24,800,2024,U.S. Senate,11/5/24,REP,Kari Lake,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88067,YouGov,3.0,-1.1,Online Panel,9.0,Texas,8/31/24,1200,2024,U.S. Senate,11/5/24,DEM,Colin Allred,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88067,YouGov,3.0,-1.1,Online Panel,9.0,Texas,8/31/24,1200,2024,U.S. Senate,11/5/24,REP,Ted Cruz,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88067,YouGov,3.0,-1.1,Online Panel,9.0,Texas,8/31/24,1200,2024,U.S. Senate,11/5/24,LIB,Ted Brown,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88010,Gonzales Research & Media Services,1.2,0.4,Live Phone,5.0,Maryland,8/30/24,820,2024,U.S. Senate,11/5/24,DEM,Angela Alsobrooks,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88010,Gonzales Research & Media Services,1.2,0.4,Live Phone,5.0,Maryland,8/30/24,820,2024,U.S. Senate,11/5/24,REP,Larry Hogan,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87986,Wick,1.4,0.1,IVR/Text-to-Web,5.0,Pennsylvania,8/29/24,1607,2024,U.S. Senate,11/5/24,DEM,Robert P. Casey Jr.,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87986,Wick,1.4,0.1,IVR/Text-to-Web,5.0,Pennsylvania,8/29/24,1607,2024,U.S. Senate,11/5/24,REP,Dave McCormick,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87988,SurveyUSA,2.8,-1.3,Online Panel,8.0,Minnesota,8/29/24,635,2024,U.S. Senate,11/5/24,DEM,Amy Klobuchar,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87988,SurveyUSA,2.8,-1.3,Online Panel,8.0,Minnesota,8/29/24,635,2024,U.S. Senate,11/5/24,REP,Royce White,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88024,Glengariff Group Inc.,1.5,-0.2,Live Phone,1.0,Michigan,8/29/24,600,2024,U.S. Senate,11/5/24,DEM,Elissa Slotkin,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88024,Glengariff Group Inc.,1.5,-0.2,Live Phone,1.0,Michigan,8/29/24,600,2024,U.S. Senate,11/5/24,REP,Mike Rogers,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88024,Glengariff Group Inc.,1.5,-0.2,Live Phone,1.0,Michigan,8/29/24,600,2024,U.S. Senate,11/5/24,LIB,Joseph Solis-Mullen,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88024,Glengariff Group Inc.,1.5,-0.2,Live Phone,1.0,Michigan,8/29/24,600,2024,U.S. Senate,11/5/24,GRE,Douglas P. Marsh,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88024,Glengariff Group Inc.,1.5,-0.2,Live Phone,1.0,Michigan,8/29/24,600,2024,U.S. Senate,11/5/24,UST,Dave Stein,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88024,Glengariff Group Inc.,1.5,-0.2,Live Phone,1.0,Michigan,8/29/24,600,2024,U.S. Senate,11/5/24,NLP,Doug Dern,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88266,Global Strategy Group,1.8,-0.5,Live Phone/Text-to-Web,1.0,Nebraska,8/29/24,600,2024,U.S. Senate,11/5/24,REP,Deb Fischer,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88266,Global Strategy Group,1.8,-0.5,Live Phone/Text-to-Web,1.0,Nebraska,8/29/24,600,2024,U.S. Senate,11/5/24,IND,Dan Osborn,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88036,Fabrizio/David Binder Research,,,Live Phone/Text-to-Web,2.0,Montana,8/29/24,600,2024,U.S. Senate,11/5/24,DEM,Jon Tester,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88036,Fabrizio/David Binder Research,,,Live Phone/Text-to-Web,2.0,Montana,8/29/24,600,2024,U.S. Senate,11/5/24,REP,Tim Sheehy,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88036,Fabrizio/David Binder Research,,,Live Phone/Text-to-Web,2.0,Montana,8/29/24,600,2024,U.S. Senate,11/5/24,LIB,Sid Daoud,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88036,Fabrizio/David Binder Research,,,Live Phone/Text-to-Web,2.0,Montana,8/29/24,600,2024,U.S. Senate,11/5/24,GRE,Michael Downey,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88036,Fabrizio/David Binder Research,,,Live Phone/Text-to-Web,2.0,Montana,8/29/24,600,2024,U.S. Senate,11/5/24,DEM,Jon Tester,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88036,Fabrizio/David Binder Research,,,Live Phone/Text-to-Web,2.0,Montana,8/29/24,600,2024,U.S. Senate,11/5/24,REP,Tim Sheehy,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88162,Lake Research,1.2,0.1,Live Phone,1.0,Texas,8/29/24,800,2024,U.S. Senate,11/5/24,DEM,Colin Allred,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88162,Lake Research,1.2,0.1,Live Phone,1.0,Texas,8/29/24,800,2024,U.S. Senate,11/5/24,REP,Ted Cruz,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88162,Lake Research,1.2,0.1,Live Phone,1.0,Texas,8/29/24,800,2024,U.S. Senate,11/5/24,LIB,Ted Brown,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88015,CNN/SSRS,2.8,-0.6,Probability Panel,10.0,Arizona,8/29/24,682,2024,U.S. Senate,11/5/24,DEM,Ruben Gallego,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88015,CNN/SSRS,2.8,-0.6,Probability Panel,10.0,Arizona,8/29/24,682,2024,U.S. Senate,11/5/24,REP,Kari Lake,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88017,CNN/SSRS,2.8,-0.6,Probability Panel,10.0,Michigan,8/29/24,708,2024,U.S. Senate,11/5/24,DEM,Elissa Slotkin,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88017,CNN/SSRS,2.8,-0.6,Probability Panel,10.0,Michigan,8/29/24,708,2024,U.S. Senate,11/5/24,REP,Mike Rogers,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88018,CNN/SSRS,2.8,-0.6,Probability Panel,10.0,Nevada,8/29/24,626,2024,U.S. Senate,11/5/24,DEM,Jacky S. Rosen,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88018,CNN/SSRS,2.8,-0.6,Probability Panel,10.0,Nevada,8/29/24,626,2024,U.S. Senate,11/5/24,REP,Sam Brown,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88019,CNN/SSRS,2.8,-0.6,Probability Panel,10.0,Pennsylvania,8/29/24,789,2024,U.S. Senate,11/5/24,DEM,Robert P. Casey Jr.,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88019,CNN/SSRS,2.8,-0.6,Probability Panel,10.0,Pennsylvania,8/29/24,789,2024,U.S. Senate,11/5/24,REP,Dave McCormick,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88020,CNN/SSRS,2.8,-0.6,Probability Panel,10.0,Wisconsin,8/29/24,976,2024,U.S. Senate,11/5/24,DEM,Tammy Baldwin,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88020,CNN/SSRS,2.8,-0.6,Probability Panel,10.0,Wisconsin,8/29/24,976,2024,U.S. Senate,11/5/24,REP,Eric D. Hovde,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87965,ActiVote,,,App Panel,8.0,Texas,8/29/24,400,2024,U.S. Senate,11/5/24,DEM,Colin Allred,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87965,ActiVote,,,App Panel,8.0,Texas,8/29/24,400,2024,U.S. Senate,11/5/24,REP,Ted Cruz,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87935,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Arizona,8/28/24,720,2024,U.S. Senate,11/5/24,DEM,Ruben Gallego,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87935,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Arizona,8/28/24,720,2024,U.S. Senate,11/5/24,REP,Kari Lake,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87936,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Michigan,8/28/24,800,2024,U.S. Senate,11/5/24,DEM,Elissa Slotkin,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87936,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Michigan,8/28/24,800,2024,U.S. Senate,11/5/24,REP,Mike Rogers,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87937,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Nevada,8/28/24,1168,2024,U.S. Senate,11/5/24,DEM,Jacky S. Rosen,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87937,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Nevada,8/28/24,1168,2024,U.S. Senate,11/5/24,REP,Sam Brown,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87938,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Pennsylvania,8/28/24,950,2024,U.S. Senate,11/5/24,DEM,Robert P. Casey Jr.,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87938,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Pennsylvania,8/28/24,950,2024,U.S. Senate,11/5/24,REP,Dave McCormick,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87939,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Wisconsin,8/28/24,850,2024,U.S. Senate,11/5/24,DEM,Tammy Baldwin,48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87939,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Wisconsin,8/28/24,850,2024,U.S. Senate,11/5/24,REP,Eric D. Hovde,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87972,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9.0,Arizona,8/28/24,530,2024,U.S. Senate,11/5/24,DEM,Ruben Gallego,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87972,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9.0,Arizona,8/28/24,530,2024,U.S. Senate,11/5/24,REP,Kari Lake,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87972,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9.0,Arizona,8/28/24,530,2024,U.S. Senate,11/5/24,GRE,Eduardo Quintana,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87973,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9.0,Florida,8/28/24,850,2024,U.S. Senate,11/5/24,DEM,Debbie Mucarsel-Powell,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87973,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9.0,Florida,8/28/24,850,2024,U.S. Senate,11/5/24,REP,Rick Scott,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87973,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9.0,Florida,8/28/24,850,2024,U.S. Senate,11/5/24,LIB,Feena Bonoan,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87975,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9.0,Michigan,8/28/24,761,2024,U.S. Senate,11/5/24,DEM,Elissa Slotkin,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87975,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9.0,Michigan,8/28/24,761,2024,U.S. Senate,11/5/24,REP,Mike Rogers,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87975,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9.0,Michigan,8/28/24,761,2024,U.S. Senate,11/5/24,GRE,Douglas P. Marsh,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87975,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9.0,Michigan,8/28/24,761,2024,U.S. Senate,11/5/24,LIB,Joseph Solis-Mullen,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87975,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9.0,Michigan,8/28/24,761,2024,U.S. Senate,11/5/24,NLP,Doug Dern,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87975,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9.0,Michigan,8/28/24,761,2024,U.S. Senate,11/5/24,UST,Dave Stein,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87976,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9.0,Minnesota,8/28/24,426,2024,U.S. Senate,11/5/24,DEM,Amy Klobuchar,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87976,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9.0,Minnesota,8/28/24,426,2024,U.S. Senate,11/5/24,REP,Royce White,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
